,RH_mean,Temp_mean,RH_max,Temp_max,RH_min,Temp_min,RH_sd,Temp_sd,Datetime,site,soil_type,monitor_station,treatment,habitat
34,94.95856250000001,8.79658333333333,109.12899999999999,23.586,37.73,-1.98,14.524146292568215,7.33042416941518,2013-10-31 00:00:00,H,1,M2,H,C
35,99.64579005524865,2.961049723756905,111.749,20.584,76.00399999999999,-7.005,8.867999402352183,6.259297523840699,2013-11-30 00:00:00,H,1,M2,H,C
36,104.74034946236574,-4.728629032258059,108.243,11.569,86.119,-14.552,3.3976468186409416,4.294895927004673,2013-12-31 00:00:00,H,1,M2,H,C
37,106.40371505376338,-4.468193548387098,108.68700000000001,-0.473,104.63600000000001,-9.52,0.7891879778100961,2.491956269444355,2014-01-31 00:00:00,H,1,M2,H,C
38,104.79523214285712,2.1669940476190477,111.749,22.585,79.797,-6.0,5.377587738003625,5.469463865500189,2014-02-28 00:00:00,H,1,M2,H,C
39,97.37476991150447,6.457451327433624,112.18,24.586,26.474,-3.989,11.764542729114027,6.781771527662478,2014-03-31 00:00:00,H,1,M2,H,C
40,95.73736000000002,9.586199999999998,111.031,29.64,38.86,-1.922,18.300204724805493,7.8270378242372685,2013-10-31 00:00:00,H,1,M2,H,C
41,101.69636666666668,2.9990611111111125,112.98700000000001,22.142,79.15899999999999,-5.943,8.174608317133144,5.97977900804632,2013-11-30 00:00:00,H,1,M2,H,C
42,105.4266505376345,-4.1175376344086025,108.62,12.128,93.661,-13.994000000000002,2.0977864192932802,4.000864863418013,2013-12-31 00:00:00,H,1,M2,H,C
43,105.7180967741936,-3.994924731182797,107.389,0.087,102.292,-8.458,0.919778752055328,2.239947090285158,2014-01-31 00:00:00,H,1,M2,H,C
44,104.71827380952388,2.3860654761904767,112.6,21.141,90.792,-4.435,3.7729838534111755,5.399905493894551,2014-02-28 00:00:00,H,1,M2,H,C
45,100.30505309734517,6.391380530973452,109.431,22.142,86.36,-4.938,5.469424445497428,6.414745004283079,2014-03-31 00:00:00,H,1,M2,H,C
46,96.88668750000001,8.9981875,112.59100000000001,23.671999999999997,38.856,-1.942,14.940799157121903,7.39249741480682,2013-10-31 00:00:00,H,1,M2,H,C
47,101.74148066298336,3.3072209944751334,116.741,20.669,77.215,-6.484,8.815635794549124,6.245989203374266,2013-11-30 00:00:00,H,1,M2,H,C
48,106.3896935483869,-4.306854838709679,109.586,10.137,95.29,-13.056,1.9532756901778896,3.8088926099260685,2013-12-31 00:00:00,H,1,M2,H,C
49,106.98272043010725,-4.313521505376348,109.15,-0.43,105.15,-9.01,0.7819841274116429,2.2758105279206458,2014-01-31 00:00:00,H,1,M2,H,C
50,104.20710714285717,2.353934523809524,113.854,23.171,73.911,-5.474,6.2453706783982845,5.70256012591706,2014-02-28 00:00:00,H,1,M2,H,C
